size,method,runtime,filter_type,runtime_log,runtime_log10,size_log,size_log10
1000,AnnSql In-Memory,0.0046517848968505,Filter1,-5.370504284248916,-2.3323803756870776,6.907755278982137,3.0
1000,AnnData Not-Backed,0.0013642311096191,Filter1,-6.597164298708771,-2.865112051138355,6.907755278982137,3.0
1000,AnnSql On-Disk,0.0208418369293212,Filter1,-3.870792921580251,-1.6810640064324696,6.907755278982137,3.0
1000,AnnData Backed,0.0211715698242187,Filter1,-3.8550960433385377,-1.6742469388289862,6.907755278982137,3.0
1000,AnnSql In-Memory,0.0071792602539062,Filter2,-4.936558929933698,-2.1439203028604266,6.907755278982137,3.0
1000,AnnData Not-Backed,0.0018033981323242,Filter2,-6.318082542540459,-2.743908384434589,6.907755278982137,3.0
1000,AnnSql On-Disk,0.1256759166717529,Filter2,-2.074048775443603,-0.9007479383733534,6.907755278982137,3.0
1000,AnnData Backed,0.0183532238006591,Filter2,-3.9979500359525533,-1.7362876395391011,6.907755278982137,3.0
1000,AnnSql In-Memory,0.0067195892333984,Filter3,-5.002728252297729,-2.172657274434403,6.907755278982137,3.0
1000,AnnData Not-Backed,0.001319408416748,Filter3,-6.630571811971961,-2.8796207498026685,6.907755278982137,3.0
1000,AnnSql On-Disk,0.1230857372283935,Filter3,-2.0948741157993345,-0.9097922687736046,6.907755278982137,3.0
1000,AnnData Backed,0.0301904678344726,Filter3,-3.5002290390445165,-1.5201301570545553,6.907755278982137,3.0
1000,AnnSql In-Memory,0.010068655014038,Filter4,-4.59832814482273,-1.9970285392769287,6.907755278982137,3.0
1000,AnnData Not-Backed,0.0029764175415039,Filter4,-5.817034868928129,-2.526306144614292,6.907755278982137,3.0
1000,AnnSql On-Disk,0.1441648006439209,Filter4,-1.936798184872456,-0.8411407642503418,6.907755278982137,3.0
1000,AnnData Backed,0.0539784431457519,Filter4,-2.9191705131243904,-1.2677796455846069,6.907755278982137,3.0
1000,AnnSql In-Memory,0.0297267436981201,Filter5,-3.5157081771293095,-1.5268526613093993,6.907755278982137,3.0
1000,AnnData Not-Backed,0.0045857429504394,Filter5,-5.384803147046381,-2.338590292897508,6.907755278982137,3.0
1000,AnnSql On-Disk,0.1573119163513183,Filter5,-1.8495247162162132,-0.8032383783963792,6.907755278982137,3.0
1000,AnnData Backed,0.0316874980926513,Filter5,-3.451833057823201,-1.4991120494638446,6.907755278982137,3.0
1000,AnnSql In-Memory,0.0179378986358642,Filter6,-4.020839562107052,-1.7462284344413803,6.907755278982137,3.0
1000,AnnData Not-Backed,0.0032927989959716,Filter6,-5.716017317240892,-2.482434779341149,6.907755278982137,3.0
1000,AnnSql On-Disk,0.1752047538757324,Filter6,-1.7417999668540598,-0.7564541141839851,6.907755278982137,3.0
1000,AnnData Backed,0.0151679515838623,Filter6,-4.1885705254667664,-1.8190730662728205,6.907755278982137,3.0
5000,AnnSql In-Memory,0.0076601505279541,Filter1,-4.871723644253776,-2.1157626960570157,8.517193191416238,3.6989700043360187
5000,AnnData Not-Backed,0.0020244121551513,Filter1,-6.202475914319467,-2.693701063726771,8.517193191416238,3.6989700043360187
5000,AnnSql On-Disk,0.0263850688934326,Filter1,-3.634957001044625,-1.5786417675092734,8.517193191416238,3.6989700043360187
5000,AnnData Backed,0.0983664989471435,Filter1,-2.319054990747095,-1.00715278571166,8.517193191416238,3.6989700043360187
5000,AnnSql In-Memory,0.0106287002563476,Filter2,-4.544197365378942,-1.9735198404633696,8.517193191416238,3.6989700043360187
5000,AnnData Not-Backed,0.0025348663330078,Filter2,-5.97761437192572,-2.596044936672913,8.517193191416238,3.6989700043360187
5000,AnnSql On-Disk,0.1510875225067138,Filter2,-1.8898959908318087,-0.8207714001893331,8.517193191416238,3.6989700043360187
5000,AnnData Backed,0.1092193126678466,Filter2,-2.214397375375838,-0.9617005608667702,8.517193191416238,3.6989700043360187
5000,AnnSql In-Memory,0.0139684677124023,Filter3,-4.270952795880602,-1.854851231720211,8.517193191416238,3.6989700043360187
5000,AnnData Not-Backed,0.0027534961700439,Filter3,-5.894883840203725,-2.560115523261129,8.517193191416238,3.6989700043360187
5000,AnnSql On-Disk,0.1396665573120117,Filter3,-1.9684974306973055,-0.8549075717925687,8.517193191416238,3.6989700043360187
5000,AnnData Backed,0.1470708847045898,Filter3,-1.916840599553978,-0.8324732950744135,8.517193191416238,3.6989700043360187
5000,AnnSql In-Memory,0.013777732849121,Filter4,-4.2847015516695315,-1.8608222404923784,8.517193191416238,3.6989700043360187
5000,AnnData Not-Backed,0.0026543140411376,Filter4,-5.931569022590126,-2.5760476955391565,8.517193191416238,3.6989700043360187
5000,AnnSql On-Disk,0.155158519744873,Filter4,-1.863307976641023,-0.8092243723415096,8.517193191416238,3.6989700043360187
5000,AnnData Backed,0.1932253837585449,Filter4,-1.6438979799202993,-0.7139358214912886,8.517193191416238,3.6989700043360187
5000,AnnSql In-Memory,0.0139000415802001,Filter5,-4.275863447468663,-1.8569839006074553,8.517193191416238,3.6989700043360187
5000,AnnData Not-Backed,0.0028684139251708,Filter5,-5.853996041285306,-2.5423581778136892,8.517193191416238,3.6989700043360187
5000,AnnSql On-Disk,0.1538875102996826,Filter5,-1.8715333960784566,-0.8127966266145267,8.517193191416238,3.6989700043360187
5000,AnnData Backed,0.1959576606750488,Filter5,-1.6298566600506814,-0.7078377537532752,8.517193191416238,3.6989700043360187
5000,AnnSql In-Memory,0.015474796295166,Filter6,-4.168542623976889,-1.8103750591716647,8.517193191416238,3.6989700043360187
5000,AnnData Not-Backed,0.0013303756713867,Filter6,-6.6222939169434545,-2.876025705670014,8.517193191416238,3.6989700043360187
5000,AnnSql On-Disk,0.1455976963043213,Filter6,-1.9269079654304273,-0.8368454965218566,8.517193191416238,3.6989700043360187
5000,AnnData Backed,0.0500469207763671,Filter6,-2.9947942980632303,-1.3006226380841832,8.517193191416238,3.6989700043360187
10000,AnnSql In-Memory,0.0059812068939208,Filter1,-5.119132909656975,-2.223211174793362,9.210340371976184,4.0
10000,AnnData Not-Backed,0.0028729438781738,Filter1,-5.8524180334000055,-2.541672857696703,9.210340371976184,4.0
10000,AnnSql On-Disk,0.0196897983551025,Filter1,-3.927654627363608,-1.7057587314857878,9.210340371976184,4.0
10000,AnnData Backed,0.3250782489776611,Filter1,-1.123689359546791,-0.48801208822457043,9.210340371976184,4.0
10000,AnnSql In-Memory,0.0140345096588134,Filter2,-4.266236006806505,-1.8528027562530291,9.210340371976184,4.0
10000,AnnData Not-Backed,0.0048513412475585,Filter2,-5.328500066376161,-2.3141381756482775,9.210340371976184,4.0
10000,AnnSql On-Disk,0.1496117115020752,Filter2,-1.8997119310642263,-0.8250344088669642,9.210340371976184,4.0
10000,AnnData Backed,0.2460381984710693,Filter2,-1.4022684767665274,-0.6089974616065811,9.210340371976184,4.0
10000,AnnSql In-Memory,0.0140762329101562,Filter3,-4.263267513044446,-1.8515135557926028,9.210340371976184,4.0
10000,AnnData Not-Backed,0.0031249523162841,Filter3,-5.7683362546992765,-2.5051566051783665,9.210340371976184,4.0
10000,AnnSql On-Disk,0.1457793712615966,Filter3,-1.9256609559637214,-0.8363039271915851,9.210340371976184,4.0
10000,AnnData Backed,0.2965052127838135,Filter3,-1.215690479640509,-0.5279676670101906,9.210340371976184,4.0
10000,AnnSql In-Memory,0.0099968910217285,Filter4,-4.60548113215399,-2.0001350422040187,9.210340371976184,4.0
10000,AnnData Not-Backed,0.0043280124664306,Filter4,-5.442646857028381,-2.3637114969555024,9.210340371976184,4.0
10000,AnnSql On-Disk,0.1438829898834228,Filter4,-1.9387548799743013,-0.8419905461358405,9.210340371976184,4.0
10000,AnnData Backed,0.3518095016479492,Filter4,-1.0446654383795373,-0.45369243532327463,9.210340371976184,4.0
10000,AnnSql In-Memory,0.0127029418945312,Filter5,-4.36592166710453,-1.8960956884453433,9.210340371976184,4.0
10000,AnnData Not-Backed,0.0056042671203613,Filter5,-5.184226985626002,-2.2514811727913018,9.210340371976184,4.0
10000,AnnSql On-Disk,0.1447682380676269,Filter5,-1.932621173453023,-0.8393267112400351,9.210340371976184,4.0
10000,AnnData Backed,0.3643918037414551,Filter5,-1.0095256063260907,-0.4384314001674557,9.210340371976184,4.0
10000,AnnSql In-Memory,0.0155692100524902,Filter6,-4.162460029651937,-1.8077334220206824,9.210340371976184,4.0
10000,AnnData Not-Backed,0.0016934871673583,Filter6,-6.380965463321045,-2.7712180899355565,9.210340371976184,4.0
10000,AnnSql On-Disk,0.1588120460510254,Filter6,-1.8400338763015867,-0.7991165589928297,9.210340371976184,4.0
10000,AnnData Backed,0.095245361328125,Filter6,-2.3512989661284003,-1.0211561662943853,9.210340371976184,4.0
15000,AnnSql In-Memory,0.0062377452850341,Filter1,-5.077136494423715,-2.204972363397839,9.615805480084347,4.176091259055681
15000,AnnData Not-Backed,0.0025882720947265,Filter1,-5.956764770804116,-2.5869900699559163,9.615805480084347,4.176091259055681
15000,AnnSql On-Disk,0.0144593715667724,Filter1,-4.236412523308495,-1.8398505819387108,9.615805480084347,4.176091259055681
15000,AnnData Backed,0.6067252159118652,Filter1,-0.4996792824913387,-0.21700795510736454,9.615805480084347,4.176091259055681
