size,method,runtime,filter,gene_id,runtime_log,runtime_log10,size_log,size_log10
50000,Seurat,0.0399999999999636,Filter4,705,-3.21887582486911,-1.39794000867243,10.8197782844103,4.69897000433602
50000,Seurat,0.0360000000000014,Filter5,705,-3.32423634052599,-1.4436974992327,10.8197782844103,4.69897000433602
50000,Seurat,0.0169999999999959,Filter6,705,-4.07454193492616,-1.76955107862183,10.8197782844103,4.69897000433602
50000,Seurat,0.612000000000023,Filter1,2599,-0.491022996469773,-0.213248577854422,10.8197782844103,4.69897000433602
50000,Seurat,0.435000000000002,Filter2,2599,-0.832409247893448,-0.36151074304536,10.8197782844103,4.69897000433602
50000,Seurat,0.137,Filter3,2599,-1.98777435315401,-0.863279432843592,10.8197782844103,4.69897000433602
50000,Seurat,0.102999999999952,Filter4,2599,-2.27302629075297,-0.987162775295031,10.8197782844103,4.69897000433602
50000,Seurat,0.0699999999999932,Filter5,2599,-2.65926003693288,-1.15490195998579,10.8197782844103,4.69897000433602
50000,Seurat,0.0129999999999768,Filter6,2599,-4.34280592152238,-1.88605664769394,10.8197782844103,4.69897000433602
50000,Seurat,0.0340000000000487,Filter1,2222,-3.38139475436454,-1.46852108295712,10.8197782844103,4.69897000433602
50000,Seurat,0.0389999999999873,Filter2,2222,-3.24419363285282,-1.40893539297364,10.8197782844103,4.69897000433602
50000,Seurat,0.0310000000000059,Filter3,2222,-3.4737680744968,-1.50863830616564,10.8197782844103,4.69897000433602
50000,Seurat,0.0310000000000059,Filter4,2222,-3.4737680744968,-1.50863830616564,10.8197782844103,4.69897000433602
50000,Seurat,0.0299999999999727,Filter5,2222,-3.50655789732089,-1.52287874528073,10.8197782844103,4.69897000433602
50000,Seurat,0.01400000000001,Filter6,2222,-4.26869794936616,-1.85387196432145,10.8197782844103,4.69897000433602
50000,Seurat,0.897999999999968,Filter1,7768,-0.107585210679973,-0.0467236633327112,10.8197782844103,4.69897000433602
50000,Seurat,0.641999999999996,Filter2,7768,-0.443166975292182,-0.192464971931149,10.8197782844103,4.69897000433602
50000,Seurat,0.18100000000004,Filter3,7768,-1.70925824771609,-0.74232142513072,10.8197782844103,4.69897000433602
50000,Seurat,0.138000000000034,Filter4,7768,-1.98050159382469,-0.860120913598658,10.8197782844103,4.69897000433602
50000,Seurat,0.0849999999999795,Filter5,7768,-2.46510402249206,-1.07058107428581,10.8197782844103,4.69897000433602
50000,Seurat,0.0139999999999532,Filter6,7768,-4.26869794937022,-1.85387196432321,10.8197782844103,4.69897000433602
50000,Seurat,0.404999999999973,Filter1,2897,-0.903868211875665,-0.392544976785361,10.8197782844103,4.69897000433602
50000,Seurat,0.287999999999954,Filter2,2897,-1.24479479884635,-0.540607512240838,10.8197782844103,4.69897000433602
50000,Seurat,0.0979999999999563,Filter3,2897,-2.32278780031201,-1.0087739243077,10.8197782844103,4.69897000433602
50000,Seurat,0.0780000000000314,Filter4,2897,-2.55104645229214,-1.10790539730934,10.8197782844103,4.69897000433602
50000,Seurat,0.0609999999999786,Filter5,2897,-2.79688141480918,-1.21467016498939,10.8197782844103,4.69897000433602
50000,Seurat,0.01400000000001,Filter6,2897,-4.26869794936616,-1.85387196432145,10.8197782844103,4.69897000433602
50000,Seurat,0.133000000000038,Filter1,9893,-2.0174061507601,-0.876148359032789,10.8197782844103,4.69897000433602
50000,Seurat,0.110000000000014,Filter2,9893,-2.2072749131896,-0.958607314841721,10.8197782844103,4.69897000433602
50000,Seurat,0.0550000000000068,Filter3,9893,-2.90042209374954,-1.2596373105057,10.8197782844103,4.69897000433602
50000,Seurat,0.0480000000000018,Filter4,9893,-3.03655426807421,-1.3187587626244,10.8197782844103,4.69897000433602
50000,Seurat,0.0370000000000346,Filter5,9893,-3.29683736633698,-1.4317982759326,10.8197782844103,4.69897000433602
