size,type,runtime,filter,runtime_log,runtime_log10,size_log,size_log10
1000,AnnData Not-Backed,0.002450227737426758,Filter5,-6.011574304693724,-2.610793548079862,6.907755278982137,3.0
1000,AnnSql On-Disk,0.1440732479095459,Filter5,-1.9374334426943385,-0.8414166532169712,6.907755278982137,3.0
1000,AnnData Backed,0.05826735496520996,Filter5,-2.842713291594522,-1.2345746961725308,6.907755278982137,3.0
1000,AnnSql In-Memory,0.005914211273193359,Filter6,-5.130397133943522,-2.22810316524393,6.907755278982137,3.0
1000,AnnData Not-Backed,0.0013992786407470703,Filter6,-6.571798431760462,-2.854095795094013,6.907755278982137,3.0
1000,AnnSql On-Disk,0.16016006469726562,Filter6,-1.831581559461352,-0.7954457644298178,6.907755278982137,3.0
1000,AnnData Backed,0.014528751373291016,Filter6,-4.23162573948405,-1.8377717081376908,6.907755278982137,3.0
5000,AnnSql In-Memory,0.004560232162475586,Filter1,-5.390381743928263,-2.341013046740072,8.517193191416238,3.6989700043360187
5000,AnnData Not-Backed,0.0020546913146972656,Filter1,-6.187629654143014,-2.6872534148552374,8.517193191416238,3.6989700043360187
5000,AnnSql On-Disk,0.015423297882080078,Filter1,-4.171876063280766,-1.8118227534670979,8.517193191416238,3.6989700043360187
5000,AnnData Backed,0.1075906753540039,Filter1,-2.229421295288446,-0.9682253663813722,8.517193191416238,3.6989700043360187
5000,AnnSql In-Memory,0.005522012710571289,Filter2,-5.199012863671085,-2.2579025980363756,8.517193191416238,3.6989700043360187
5000,AnnData Not-Backed,0.0017962455749511719,Filter2,-6.322056584066811,-2.7456342887403373,8.517193191416238,3.6989700043360187
5000,AnnSql On-Disk,0.1510319709777832,Filter2,-1.8902637362488022,-0.8209311099946786,8.517193191416238,3.6989700043360187
5000,AnnData Backed,0.12387394905090332,Filter2,-2.088490770316282,-0.9070200170542331,8.517193191416238,3.6989700043360187
5000,AnnSql In-Memory,0.004992246627807617,Filter3,-5.29986924452648,-2.3017039677066062,8.517193191416238,3.6989700043360187
5000,AnnData Not-Backed,0.002107381820678711,Filter3,-6.162308945257849,-2.6762567707085316,8.517193191416238,3.6989700043360187
5000,AnnSql On-Disk,0.1481337547302246,Filter3,-1.9096396651753305,-0.8293459690092194,8.517193191416238,3.6989700043360187
5000,AnnData Backed,0.16280865669250488,Filter3,-1.8151796530404878,-0.7883225069785431,8.517193191416238,3.6989700043360187
5000,AnnSql In-Memory,0.005079984664916992,Filter4,-5.282447036113431,-2.2941375987302504,8.517193191416238,3.6989700043360187
5000,AnnData Not-Backed,0.002475261688232422,Filter4,-6.001409155931622,-2.6063788800647556,8.517193191416238,3.6989700043360187
5000,AnnSql On-Disk,0.14759087562561035,Filter4,-1.9133111869812645,-0.830940490669724,8.517193191416238,3.6989700043360187
5000,AnnData Backed,0.21496939659118652,Filter4,-1.5372596024223197,-0.6676233625848003,8.517193191416238,3.6989700043360187
5000,AnnSql In-Memory,0.006039619445800781,Filter5,-5.109414274682476,-2.218990425252305,8.517193191416238,3.6989700043360187
