size,method,runtime,filter,runtime_log,runtime_log10,size_log,size_log10
30000,AnnData Backed,1.093604326248169,Filter3,0.0894789623892082,0.03886021961206173,10.308952660644293,4.477121254719663
30000,AnnSql In-Memory,0.005440950393676758,Filter4,-5.213801528653386,-2.2643252336329045,10.308952660644293,4.477121254719663
30000,AnnData Not-Backed,0.006058692932128906,Filter4,-5.106261189932373,-2.217621057944362,10.308952660644293,4.477121254719663
30000,AnnSql On-Disk,0.14714741706848145,Filter4,-1.9163203575081462,-0.8322473568246547,10.308952660644293,4.477121254719663
30000,AnnData Backed,1.2293267250061035,Filter4,0.206466641474455,0.08966732308945288,10.308952660644293,4.477121254719663
30000,AnnSql In-Memory,0.005440473556518555,Filter5,-5.213889171072373,-2.2643632962518514,10.308952660644293,4.477121254719663
30000,AnnData Not-Backed,0.006033182144165039,Filter5,-5.110480688670618,-2.21945356296278,10.308952660644293,4.477121254719663
30000,AnnSql On-Disk,0.1516280174255371,Filter5,-1.8863250113353127,-0.8192205434990153,10.308952660644293,4.477121254719663
30000,AnnData Backed,1.1843433380126953,Filter5,0.16918847585496682,0.07347762146543364,10.308952660644293,4.477121254719663
30000,AnnSql In-Memory,0.01075291633605957,Filter6,-4.532578274124841,-1.9684737332469833,10.308952660644293,4.477121254719663
30000,AnnData Not-Backed,0.0027887821197509766,Filter6,-5.88215029466809,-2.5545854146999383,10.308952660644293,4.477121254719663
30000,AnnSql On-Disk,0.1608891487121582,Filter6,-1.8270396684503636,-0.7934732462263396,10.308952660644293,4.477121254719663
30000,AnnData Backed,0.22456002235412598,Filter6,-1.4936122473821756,-0.6486675571411935,10.308952660644293,4.477121254719663
35000,AnnSql In-Memory,0.004905223846435547,Filter1,-5.317454550627821,-2.3093411691089987,10.46310334047155,4.544068044350276
35000,AnnData Not-Backed,0.004499197006225586,Filter1,-5.403856341189701,-2.3468649899765834,10.46310334047155,4.544068044350276
35000,AnnSql On-Disk,0.014082193374633789,Filter1,-4.262844160936177,-1.851329696308079,10.46310334047155,4.544068044350276
35000,AnnData Backed,3.1369543075561523,Filter1,1.1432523634525256,0.4965081928702827,10.46310334047155,4.544068044350276
35000,AnnSql In-Memory,0.004630565643310547,Filter2,-5.375076249164498,-2.3343659548213695,10.46310334047155,4.544068044350276
35000,AnnData Not-Backed,0.004487037658691406,Filter2,-5.406562559179426,-2.348040285516348,10.46310334047155,4.544068044350276
35000,AnnSql On-Disk,0.14180803298950195,Filter2,-1.953281016351137,-0.8482991670076742,10.46310334047155,4.544068044350276
35000,AnnData Backed,1.7389979362487793,Filter2,0.5533090486254839,0.2402990666051857,10.46310334047155,4.544068044350276
35000,AnnSql In-Memory,0.0046999454498291016,Filter3,-5.36020437675282,-2.3279071826974085,10.46310334047155,4.544068044350276
35000,AnnData Not-Backed,0.005912065505981445,Filter3,-5.130760015224846,-2.228260762581995,10.46310334047155,4.544068044350276
35000,AnnSql On-Disk,0.14777278900146484,Filter3,-1.9120793943090966,-0.8304055299093527,10.46310334047155,4.544068044350276
35000,AnnData Backed,1.2177326679229736,Filter3,0.19699066073356847,0.08555195694306438,10.46310334047155,4.544068044350276
35000,AnnSql In-Memory,0.0059757232666015625,Filter4,-5.120050139686769,-2.2236095227339376,10.46310334047155,4.544068044350276
35000,AnnData Not-Backed,0.0068585872650146484,Filter4,-4.982253796497006,-2.163765331260177,10.46310334047155,4.544068044350276
35000,AnnSql On-Disk,0.14886951446533203,Filter4,-1.9046850985659982,-0.8271942280705643,10.46310334047155,4.544068044350276
35000,AnnData Backed,1.2601873874664307,Filter4,0.23126043011708522,0.1004351286824227,10.46310334047155,4.544068044350276
35000,AnnSql In-Memory,0.005125284194946289,Filter5,-5.273569302822661,-2.2902820481502606,10.46310334047155,4.544068044350276
35000,AnnData Not-Backed,0.0056247711181640625,Filter5,-5.180575021823684,-2.2498951450638445,10.46310334047155,4.544068044350276
35000,AnnSql On-Disk,0.15551519393920898,Filter5,-1.8610118419161874,-0.808227173700807,10.46310334047155,4.544068044350276
35000,AnnData Backed,1.287508487701416,Filter5,0.25270894592347376,0.10975010074215191,10.46310334047155,4.544068044350276
35000,AnnSql In-Memory,0.011667966842651367,Filter6,-4.4509080687143845,-1.9330048137013167,10.46310334047155,4.544068044350276
35000,AnnData Not-Backed,0.003061532974243164,Filter6,-5.788839516487523,-2.5140610586340197,10.46310334047155,4.544068044350276
35000,AnnSql On-Disk,0.1689462661743164,Filter6,-1.7781745662476642,-0.7722514019820689,10.46310334047155,4.544068044350276
35000,AnnData Backed,0.4251425266265869,Filter6,-0.8553308095087928,-0.37146545077151016,10.46310334047155,4.544068044350276
40000,AnnSql In-Memory,0.004976511001586914,Filter1,-5.30302623557289,-2.3030750314974804,10.596634733096073,4.6020599913279625
40000,AnnData Not-Backed,0.0038001537322998047,Filter1,-5.572713757199744,-2.4201988339781866,10.596634733096073,4.6020599913279625
40000,AnnSql On-Disk,0.01547551155090332,Filter1,-4.168496404356651,-1.8103549862456398,10.596634733096073,4.6020599913279625
40000,AnnData Backed,3.996086835861206,Filter1,1.3853155912461965,0.6016349169727638,10.596634733096073,4.6020599913279625
40000,AnnSql In-Memory,0.004699230194091797,Filter2,-5.360356572172031,-2.327973280328143,10.596634733096073,4.6020599913279625
40000,AnnData Not-Backed,0.004885196685791016,Filter2,-5.321545731085851,-2.3111179462063913,10.596634733096073,4.6020599913279625
40000,AnnSql On-Disk,0.13875508308410645,Filter2,-1.9750448921862258,-0.8577510981876808,10.596634733096073,4.6020599913279625
40000,AnnData Backed,2.0089359283447266,Filter2,0.6976051930119951,0.3029660858721624,10.596634733096073,4.6020599913279625
